"","Event.Date","State","Latitude","Longitude","Injury.Severity","Aircraft.Damage","Amateur.Built","Purpose.of.Flight"
"38804",1984-03-04," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38805",1984-03-04," NC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38807",1984-03-03," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38809",1984-03-03," NE ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38810",1984-03-03," AR ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38811",1984-03-03," LA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38812",1984-03-03," LA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38814",1984-03-03," IN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38815",1984-03-03," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38816",1984-03-03," MS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38817",1984-03-03," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38819",1984-03-03," AL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38820",1984-03-02," ID ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38821",1984-03-02," NY ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38822",1984-03-02," VT ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38823",1984-03-02," OK ","  ","  "," Non-Fatal "," Minor "," No "," Personal "
"38824",1984-03-02," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38825",1984-03-02," IN ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38826",1984-03-01," WA ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38828",1984-03-01," TN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38829",1984-02-29," MO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38831",1984-02-29," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38833",1984-02-28," MA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38834",1984-02-28," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38837",1984-02-28," IL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38838",1984-02-28," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38839",1984-02-27," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38840",1984-02-27," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38842",1984-02-27," MO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38843",1984-02-27," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38844",1984-02-27," NM ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38845",1984-02-26," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38847",1984-02-26," FL ","  ","  "," Non-Fatal "," Destroyed "," Yes "," Personal "
"38848",1984-02-26," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38849",1984-02-26," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38850",1984-02-26," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38851",1984-02-26," UT ","  ","  "," Fatal"," Destroyed "," Yes "," Personal "
"38852",1984-02-26," IL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38853",1984-02-26," TN ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38854",1984-02-26," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38855",1984-02-26," SC ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38856",1984-02-25," NY ","  ","  "," Non-Fatal "," Destroyed "," No "," Business "
"38857",1984-02-25," IA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38858",1984-02-25," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38859",1984-02-25," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38860",1984-02-25," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38861",1984-02-25," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38862",1984-02-25," TX ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38864",1984-02-25," IN ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38866",1984-02-25," WV ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38867",1984-02-24," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38868",1984-02-24," WA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38869",1984-02-24," WA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38871",1984-02-24," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38872",1984-02-24," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38874",1984-02-24," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38875",1984-02-24," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38876",1984-02-24," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38877",1984-02-23," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38878",1984-02-23," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38880",1984-02-23," NM ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38881",1984-02-23," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38882",1984-02-22," ID ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38883",1984-02-22," MA ","  ","  "," Fatal"," Destroyed "," No "," Instructional "
"38885",1984-02-22," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38888",1984-02-17," FL ","  ","  "," Fatal"," Destroyed "," No "," Instructional "
"38889",1984-02-17," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38892",1984-02-17," VA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38893",1984-02-17," GA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38894",1984-02-17," MS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38896",1984-02-16," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38897",1984-02-16," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38898",1984-02-16," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38899",1984-02-16," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38901",1984-02-15," AK ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38902",1984-02-15," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38903",1984-02-15," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38904",1984-02-15," AR ","  ","  "," Fatal"," Substantial "," No "," Personal "
"38906",1984-02-15," FL ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38908",1984-02-15," HI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38909",1984-02-15," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38910",1984-02-15," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38911",1984-02-15," TX ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38913",1984-02-10," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38914",1984-02-10," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38915",1984-02-10," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38917",1984-02-10," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38918",1984-02-10," WY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38919",1984-02-10," NM ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38920",1984-02-10," CO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38921",1984-02-10," IN ","  ","  "," Fatal"," Substantial "," No "," Personal "
"38922",1984-02-10," SC ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38924",1984-02-09," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38925",1984-02-09," KS ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38926",1984-02-09," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38927",1984-02-09," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38929",1984-02-09," IN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38930",1984-02-09," VA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38931",1984-02-09," WV ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38932",1984-02-08," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38933",1984-02-08," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38934",1984-02-08," CA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38935",1984-02-08," AZ ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38936",1984-02-08," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38937",1984-02-08," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38938",1984-02-08," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38940",1984-02-06," TX ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38941",1984-02-06," OK ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38942",1984-02-06," IN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38943",1984-02-05," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38945",1984-02-05," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38946",1984-02-05," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38947",1984-02-05," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38948",1984-02-05," MT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38949",1984-02-04," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38950",1984-02-04," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38951",1984-02-04," GA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38952",1984-02-04," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38953",1984-02-04," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38954",1984-02-04," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38956",1984-02-03," NH ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38958",1984-02-03," PR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38959",1984-02-03," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38960",1984-02-03," WY ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38962",1984-02-03," ND ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38963",1984-02-03," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38964",1984-02-02," NY ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38965",1984-02-02," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38966",1984-02-02," TX ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38967",1984-02-02," OH ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38969",1984-02-01," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38970",1984-02-01," NM ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38971",1984-02-01," MT ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38973",1984-02-01," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38974",1984-02-01," SC ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38975",1984-02-01," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38976",1984-01-31," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38980",1984-01-30," MT ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38981",1984-01-30," CA ","  ","  "," Fatal"," Destroyed "," No "," Business "
"38983",1984-01-30," NC ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"38984",1984-01-30," NC ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38985",1984-01-29," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38986",1984-01-29," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"38987",1984-01-29," CA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38988",1984-01-29," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38989",1984-01-29," MN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38990",1984-01-28," PA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38991",1984-01-28," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38992",1984-01-28," MA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"38993",1984-01-28," KS ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"38994",1984-01-28," AR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38997",1984-01-25," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"38998",1984-01-25," MO ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"38999",1984-01-25," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"39001",1984-01-25," TX ","  ","  "," Non-Fatal "," Destroyed "," No "," Business "
"39002",1984-01-25," WI ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"39003",1984-01-24," CT ","  ","  "," Fatal"," Destroyed "," No "," Business "
"39005",1984-01-24," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39006",1984-01-24," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39007",1984-01-24," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"39009",1984-01-24," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"39010",1984-01-24," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39011",1984-01-24," TN ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"39012",1984-01-24," AK ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39016",1984-01-18," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39017",1984-01-18," CA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"39019",1984-01-17," SC ","  ","  "," Fatal"," Destroyed "," No "," Business "
"39021",1984-01-15," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39022",1984-01-15," MD ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39023",1984-01-15," OK ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"39024",1984-01-15," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"39025",1984-01-15," GA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39026",1984-01-15," AL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"39027",1984-01-15," GA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"39028",1984-01-14," WA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39029",1984-01-14," OR ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39030",1984-01-14," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39031",1984-01-14," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39032",1984-01-14," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39033",1984-01-14," CA ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"39035",1984-01-14," IL ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"39037",1984-01-13," FL ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39038",1984-01-13," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"39039",1984-01-13," LA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39041",1984-01-12," NY ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39042",1984-01-12," FL ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"39044",1984-01-12," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"39045",1984-01-12," TX ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"39046",1984-01-11," CA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39047",1984-01-11," NV ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39050",1984-01-11," MI ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"39051",1984-01-11," VA ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"39052",1984-01-11," AK ","  ","  "," Non-Fatal "," Destroyed "," No "," Personal "
"39054",1984-01-10," CA ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"39056",1984-01-10," OK ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"39057",1984-01-10," MN ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39060",1984-01-09," NE ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39062",1984-01-09," NM ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39063",1984-01-09," CO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39064",1984-01-09," SD ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39066",1984-01-07," MO ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"39067",1984-01-07," FL ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"39069",1984-01-01," MO ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39070",1984-01-01," IA ","  ","  "," Non-Fatal "," Substantial "," No "," Personal "
"39073",1984-01-01," HI ","  ","  "," Fatal"," Destroyed "," No "," Personal "
"39074",1984-01-01," AZ ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
